Time Recorded,Total Apps,Store Entry Used,,,,,,,,,,,,
2/22/2018 11:25,1613,http://store.steampowered.com/search/?tags=21978&vrsupport=401,,,,,,,,,,,,
,,,,,,,,,,,,,,
Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
589180,Defuser VR,0.99,11-Feb-17,0%,0,Niki Odolphie,Somerset Online Ltd,"Action, Casual, Indie",Single-player,"Indie (21), Action (21), Casual (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
589240,Jaguar I-PACE Concept | Virtual Reality Experience,0,13-Nov-17,41%,12,Jaguar Land Rover Limited,Jaguar Land Rover Limited,"Casual, Free to Play, Simulation",Single-player,"Free to Play (37), Simulation (27), Casual (26), VR (7)",1,-1 +/- ,-1 +/- ,%
589380,VRog,4.99,9-Feb-17,0%,0,ByteRockers' Games,ByteRockers' Games,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud","Action (21), Indie (21), VR (6)",1,3959 +/- 1936,990 +/- 968,25.01%
588340,Stolen Steel VR,7.99,22-Feb-17,56%,32,Impromptu Games,Impromptu Games,"Violent, Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards","Casual (21), Violent (21), Indie (21), Action (21), Simulation (20), VR (6)",,1108 +/- 1252,1108 +/- 1252,100.00%
590250,The Frontier Outskirts VR,9.99,11-Jun-17,45%,11,Matt's Creations,Matt's Creations,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op","Early Access (38), Action (34), Simulation (33), Adventure (21), Indie (21), VR (14)",,741 +/- 1025,732 +/- 1434,98.79%
569940,Bocce Beach,3.99,16-Feb-17,0%,0,"Funly, LLC","Funly, LLC","Casual, Indie, Sports, Strategy","Single-player, Online Multi-Player","Sports (31), Casual (31), Indie (31), Strategy (30), VR (11), Multiplayer (11), Real-Time (11), Competitive (10), VR Only (1)",,-1 +/- ,-1 +/- ,%
570060,TacoFace,0.99,21-Dec-16,0%,0,KLNK Inc.,KLNK Inc.,"Casual, Indie","Single-player, Steam Leaderboards","Indie (21), Casual (21), VR (6), VR Only (1)",,3712 +/- 1874,1121 +/- 1266,30.20%
573260,THOSE DAMN ALIENS! VR,3.59,14-Feb-17,0%,0,Deceptive Games Ltd.,Deceptive Games Ltd.,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards","Action (31), Indie (31), Adventure (21), Casual (21), VR (12), Aliens (12), Sci-fi (12), Bullet Hell (11), Great Soundtrack (11), First-Person (11), Gore (11), Space (11), Shooter (11), Demons (11), Horror (11), Singleplayer (11), Tactical (10), Science (10), Character Action Game (10), Arena Shooter (10), VR Only (1)",,2990 +/- 2068,1495 +/- 1462,50.00%
573610,DOOORS VR,15.99,23-Dec-16,0%,0,"ODAKO Co.,Ltd.",58works,"Action, Adventure, Casual, Indie, Simulation",Single-player,"Adventure (21), Casual (21), Action (21), Indie (21), Simulation (20), VR (12), VR Only (1)",,732 +/- 1434,-1 +/- ,%
572290,The Existence Abstract,3.99,5-Jun-17,0%,0,Soukdee Games,Soukdee Games,"Action, Indie","Single-player, Steam Achievements",,,-1 +/- ,-1 +/- ,%
574780,Naughty Or Nice,0,28-Dec-16,0%,0,VR Junkies,VR Junkies,Casual,Single-player,"Casual (21), VR (6), VR Only (1)",1,3217 +/- 1745,1237 +/- 1082,38.45%
574920,SpaceJourney VR,3.99,5-Feb-17,0%,0,GEESCAN,GEESCAN,"Adventure, Indie, Simulation","Single-player, Steam Leaderboards","Adventure (21), Simulation (21), Indie (21), VR (12), Space (11), Puzzle (11), Space Sim (11), VR Only (1)",,-1 +/- ,-1 +/- ,%
574520,EnterVR,9.99,13-Feb-17,0%,0,KeyboardMeow,Charming Game,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements","Adventure (21), Casual (21), Action (21), Indie (21), Strategy (20), VR (7), VR Only (1)",,750 +/- 1468,750 +/- 1468,100.00%
576790,Mesh Maker VR,0,4-Jan-17,0%,0,CreateThis.com,CreateThis.com,"Animation & Modeling, Early Access",,"Early Access (36), Animation & Modeling (32), 3D Vision (10), VR (10), VR Only (1)",1,1980 +/- 1368,742 +/- 838,37.47%
575170,Don't Mess Up,0,Jan-17,0%,0,OKatBest,OKatBest,"Casual, Indie","Single-player, Multi-player, Local Multi-Player",,,-1 +/- ,-1 +/- ,%
577570,Mage Guard: The Last Grimoire,19.99,31-Jul-17,0%,0,Hashbang Games,Hashbang Games,"Action, Indie, Early Access","Single-player, Full controller support",,,750 +/- 1468,750 +/- 1468,100.00%
577120,Archipelago: Navigable VR Comic,4.99,6-Jan-17,0%,0,Walkie Entertainment,Walkie Entertainment,"Casual, Indie",Single-player,"Casual (21), Indie (21), Story Rich (10), VR (5), VR Only (1)",1,732 +/- 1434,-1 +/- ,%
585270,HeapVR,0,27-Feb-17,0%,0,"Richard Fox - Development, John Gibbons - Development, Jonathan Haggard - Design, Joe Cantasano - Sound/Audio",Propeller Labs,"Casual, Free to Play, Strategy",Single-player,"Free to Play (22), Strategy (21), Casual (21), VR (5), VR Only (1)",,2969 +/- 1676,1869 +/- 1635,62.95%
587220,Jet Island,0,Feb-18,0%,0,Master Indie,Master Indie,"Adventure, Casual, Racing, Simulation, Sports","Single-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards",,1,-1 +/- ,-1 +/- ,%
590430,BeefeaterXO,0,14-Feb-17,54%,11,Future Lighthouse,Future Lighthouse,"Nudity, Adventure",Single-player,"Nudity (21), Adventure (21), VR (6)",,5196 +/- 2218,2722 +/- 1605,52.39%
590560,"Filthy, Stinking, Orcs!",13.99,21-Apr-17,0%,0,Winding Way Games,Winding Way Games,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud",,1,44045 +/- 6457,1852 +/- 1621,4.20%
600980,Master Shot VR,7.99,15-Jun-17,0%,0,"Puresurface, Inc.","Puresurface, Inc.","Action, Casual, Simulation, Early Access","Single-player, Multi-player, Steam Leaderboards",,,750 +/- 1468,750 +/- 1468,100.00%
599150,Prana,0,14-Feb-18,0%,0,Big Bright Monster (Art And Alchemy Ltd.),Big Bright Monster (Art And Alchemy Ltd.),"Adventure, Simulation","Single-player, Partial Controller Support",,,-1 +/- ,-1 +/- ,%
599180,Mister Mart,4.99,16-Mar-17,0%,0,"Studio217, LLC","Studio217, LLC","Action, Indie, Early Access",Single-player,,,-1 +/- ,-1 +/- ,%
707310,The Little Prince VR,49.99,Nov-17,0%,0,Red Accent Studios,Red Accent Studios,"Adventure, Casual",Single-player,,,-1 +/- ,-1 +/- ,%
592320,The Ruins: VR Escape the Room,5.99,13-Apr-17,57%,14,Blue Entropy Studios,Blue Entropy Studios,"Action, Adventure, Indie, Strategy","Single-player, Steam Trading Cards","Action (22), Adventure (22), Indie (21), Strategy (21), VR (7)",1,3712 +/- 1874,1237 +/- 1082,33.32%
592410,Spacetours VR - Ep1 The Solar System,6.99,8-Mar-17,62%,27,Vibrant Visuals - Christian Klötzel,Vibrant Visuals - Christian Klötzel,"Adventure, Casual, Indie, Simulation",Single-player,"Indie (21), Simulation (21), Adventure (21), Casual (21), VR (14)",1,1108 +/- 1252,739 +/- 1022,66.70%
592310,RealBX VR (Apocalypse begins...),0,24-Mar-17,64%,14,"Naviworks Co.,Ltd.","Naviworks Co.,Ltd.",Action,Single-player,"Action (33), Shooter (10), FPS (10), VR (6)",1,745 +/- 1459,745 +/- 1459,100.00%
594150,airRevo VR,1.99,1-Mar-17,0%,0,IndieRevo,IndieRevo,"Action, Casual, Indie","Single-player, Steam Leaderboards","Action (21), Casual (21), Indie (21), VR (6), VR Only (1)",,1980 +/- 1368,750 +/- 1468,37.88%
595630,Neon8,2.99,31-Dec-17,0%,0,GameDevCoop,GameDevCoop,Action,"Single-player, Full controller support",,,-1 +/- ,-1 +/- ,%
605110,VR Chair Games,4.99,4-Apr-17,0%,0,EnsenaSoft,EnsenaSoft,"Violent, Gore, Action, Casual, Indie","Single-player, Steam Trading Cards",,1,1237 +/- 1082,745 +/- 1459,60.23%
605310,Unearthing Mars VR,14.99,22-Jun-17,66%,36,Winking Entertainment,Shanghai Wishing Entertainment Limited,"Adventure, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Adventure (21), Simulation (21), Mars (11), VR (7)",1,1485 +/- 1185,1111 +/- 1255,74.81%
607690,SourVR Video Player Deluxe Edition,4.99,5-Apr-17,0%,0,"River Twice Co., Ltd.","River Twice Co., Ltd.",Utilities,,,1,2236 +/- 2528,2236 +/- 2528,100.00%
607190,Dark: Frontier,9.99,27-Jul-17,0%,0,PotatoFaceGames,PotatoFaceGames,"Violent, Action, Adventure, Casual, RPG, Early Access","Single-player, Multi-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer",,,-1 +/- ,-1 +/- ,%
604830,All Alone: VR,3.99,8-Mar-17,50%,14,8bit,Bitlock Studio,"Adventure, Indie","Single-player, Steam Trading Cards","Indie (21), Adventure (21), VR (6)",,83389 +/- 8884,79678 +/- 8684,95.55%
606850,VR Batting,9.99,20-Mar-17,0%,0,"Saad Khan, Irfan Abbasi, Hassan Yawar",Arbisoft,"Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Leaderboards",,1,-1 +/- ,-1 +/- ,%
607860,Kira,0,22-Mar-17,68%,19,"Bully Innovation Group, Inc.","Bully Innovation Group, Inc.","Casual, Free to Play, Simulation",Single-player,"Free to Play (23), Casual (22), Simulation (21), VR (9)",1,10393 +/- 3136,5196 +/- 2218,50.00%
607860,Kira,0,22-Mar-17,68%,19,"Bully Innovation Group, Inc.","Bully Innovation Group, Inc.","Casual, Free to Play, Simulation",Single-player,"Free to Play (23), Casual (22), Simulation (21), VR (9)",1,10393 +/- 3136,5196 +/- 2218,50.00%
606850,VR Batting,9.99,20-Mar-17,0%,0,"Saad Khan, Irfan Abbasi, Hassan Yawar",Arbisoft,"Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Leaderboards",,1,-1 +/- ,-1 +/- ,%
607190,Dark: Frontier,9.99,27-Jul-17,0%,0,PotatoFaceGames,PotatoFaceGames,"Violent, Action, Adventure, Casual, RPG, Early Access","Single-player, Multi-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer",,,-1 +/- ,-1 +/- ,%
607690,SourVR Video Player Deluxe Edition,4.99,5-Apr-17,0%,0,"River Twice Co., Ltd.","River Twice Co., Ltd.",Utilities,,,1,2236 +/- 2528,2236 +/- 2528,100.00%
625190,Great Pyramid VR,9.99,18-Apr-17,0%,0,Michal Bárta,3DA,Education,,,,-1 +/- ,-1 +/- ,%
624260,The Crane Trials: Red Edition,4.99,19-Apr-17,0%,0,Liam Swetnam,Liam Swetnam,"Adventure, Indie, Simulation","Single-player, Steam Achievements",,,-1 +/- ,-1 +/- ,%
624430,AI Rebellion VR,9.99,2-May-17,53%,15,Immergity,Immergity,"Action, Adventure, Simulation","Single-player, Steam Achievements, Steam Trading Cards","Simulation (31), Adventure (31), Action (31), VR (13), Space (11), Sci-fi (11), Space Sim (11), Great Soundtrack (10), Atmospheric (10)",1,732 +/- 1434,732 +/- 1434,100.00%
624560,Medusa's Labyrinth VR,4.99,24-May-17,0%,0,Guru Games,Guru Games,"Action, Indie","Single-player, Steam Trading Cards",,,750 +/- 1468,750 +/- 1468,100.00%
624610,RUN,1.99,19-May-17,0%,0,POPSAUR,POPSAUR,"Action, Indie, Simulation","Single-player, Full controller support",,,750 +/- 1468,-1 +/- ,%
623850,Elite Encounter,4.99,4-May-17,0%,0,Hin Lam,BubbleFish Entertainment,"Violent, Action, Casual, Indie, Simulation, Sports",Single-player,,,-1 +/- ,-1 +/- ,%
623970,Pixvana SPIN Play,0,4-May-17,0%,0,"Pixvana, Inc.","Pixvana, Inc.","Video Production, Web Publishing",,,2,1485 +/- 1185,2236 +/- 2528,150.57%
623370,xDrive VR,12.99,16-Jun-17,0%,0,Themes_Daly,Themes_Daly,"Action, Indie, Massively Multiplayer, RPG, Simulation, Early Access","Single-player, Online Multi-Player, Online Co-op, Steam Achievements",,,-1 +/- ,-1 +/- ,%
613980,Top Secret,2.99,27-Nov-17,0%,0,Sky Nite,Sky Nite,"Action, Adventure",Single-player,,1,1485 +/- 1185,-1 +/- ,%
612010,Duel VR,9.99,30-Apr-17,0%,0,Booster Space,Greenlight Games,"Violent, Action, Casual, Early Access","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards",,,-1 +/- ,-1 +/- ,%
612120,Darwin's bots: Episode 1,7.99,27-Mar-17,61%,13,Duplicator Studio,Duplicator Studio,"Nudity, Violent, Action, Adventure, Indie",Single-player,"Adventure (21), Violent (21), Action (21), Indie (21), Nudity (21), VR (7)",,-1 +/- ,-1 +/- ,%
612220,Chaos Edge,6.99,4-Apr-17,0%,0,LaoniuStudio,LaoniuStudio,"Action, Adventure, RPG, Early Access",Single-player,,,750 +/- 1468,750 +/- 1468,100.00%
612250,Eastwood VR,3.99,15-May-17,0%,0,RAV3 Interactive,RAV3 Interactive,"Action, Indie, Simulation, Early Access","Single-player, Multi-player, Online Multi-Player, Steam Achievements, Steam Trading Cards, Stats",,317,44540 +/- 6493,44045 +/- 6457,98.89%
612440,The Cable Center - Virtual Archive,0,6-Apr-17,0%,0,The Cable Center,The Cable Center,"Casual, Free to Play",Single-player,,1,3712 +/- 1874,742 +/- 838,19.99%
609400,City Rush,9.99,22-Mar-17,0%,0,"Liam Swetnam, Alex Swetnam",Liam Swetnam,"Action, Adventure, Free to Play, Racing, Sports, Early Access",Single-player,,,-1 +/- ,-1 +/- ,%
611050,Moriarty: Endgame VR,1.99,31-Mar-17,0%,0,Transmedia Entertainment,Transmedia Entertainment,"Gore, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud",,,750 +/- 1468,-1 +/- ,%
611080,Gappo's Legacy VR,8.99,7-Sep-17,0%,0,Odysseus,Odysseus,"Action, Casual, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards",,,-1 +/- ,-1 +/- ,%
614160,Bug Invaders,0.99,23-Jan-18,0%,0,Golden Frog,Golden Frog,"Action, Indie",Single-player,,1,-1 +/- ,-1 +/- ,%
614260,Gates Of Nowhere,13.99,3-Aug-17,64%,14,Symmetrical,IndieGala,"Violent, Gore, Action, Adventure, Early Access",Single-player,"Early Access (36), Gore (32), Violent (31), Adventure (31), Action (31), Horror (10), Dark Fantasy (10), Fantasy (10), Action-Adventure (9), VR (9)",,1121 +/- 1266,1491 +/- 2064,133.01%
612750,Scorb VR,15.99,10-Nov-17,0%,0,Bobafetta,Bobafetta,Strategy,"Single-player, Steam Achievements, Stats, Steam Leaderboards",,,-1 +/- ,-1 +/- ,%
612790,INFINITI VR,0,28-Mar-17,64%,51,The Pulse,The Pulse,Free to Play,Single-player,"Free to Play (25), VR (8)",1,11135 +/- 3246,4701 +/- 2109,42.22%
613980,Top Secret,2.99,27-Nov-17,0%,0,Sky Nite,Sky Nite,"Action, Adventure",Single-player,,1,1485 +/- 1185,-1 +/- ,%
615460,Bitcoin VR,0,31-Mar-17,0%,0,"Indiesquare, Mandelduck",Indiesquare,Simulation,Single-player,,,2474 +/- 1530,1237 +/- 1082,50.00%
614160,Bug Invaders,0.99,23-Jan-18,0%,0,Golden Frog,Golden Frog,"Action, Indie",Single-player,,1,-1 +/- ,-1 +/- ,%
614260,Gates Of Nowhere,13.99,3-Aug-17,64%,14,Symmetrical,IndieGala,"Violent, Gore, Action, Adventure, Early Access",Single-player,"Early Access (36), Gore (32), Violent (31), Adventure (31), Action (31), Horror (10), Dark Fantasy (10), Fantasy (10), Action-Adventure (9), VR (9)",,1121 +/- 1266,1491 +/- 2064,133.01%
612010,Duel VR,9.99,30-Apr-17,0%,0,Booster Space,Greenlight Games,"Violent, Action, Casual, Early Access","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards",,,-1 +/- ,-1 +/- ,%
612120,Darwin's bots: Episode 1,7.99,27-Mar-17,61%,13,Duplicator Studio,Duplicator Studio,"Nudity, Violent, Action, Adventure, Indie",Single-player,"Violent (21), Action (21), Indie (21), Nudity (21), Adventure (21), VR (7)",,-1 +/- ,-1 +/- ,%
623850,Elite Encounter,4.99,4-May-17,0%,0,Hin Lam,BubbleFish Entertainment,"Violent, Action, Casual, Indie, Simulation, Sports",Single-player,,,-1 +/- ,-1 +/- ,%
624430,AI Rebellion VR,9.99,2-May-17,53%,15,Immergity,Immergity,"Action, Adventure, Simulation","Single-player, Steam Achievements, Steam Trading Cards","Simulation (31), Adventure (31), Action (31), VR (13), Space (11), Sci-fi (11), Space Sim (11), Great Soundtrack (10), Atmospheric (10)",1,732 +/- 1434,732 +/- 1434,100.00%
624560,Medusa's Labyrinth VR,4.99,24-May-17,0%,0,Guru Games,Guru Games,"Action, Indie","Single-player, Steam Trading Cards",,,750 +/- 1468,750 +/- 1468,100.00%
624610,RUN,1.99,19-May-17,0%,0,POPSAUR,POPSAUR,"Action, Indie, Simulation","Single-player, Full controller support",,,750 +/- 1468,-1 +/- ,%
622310,Amigo VR,0,13-Apr-17,51%,27,Amigo VR Studio,Amigo VR Studio,"Casual, Free to Play, Massively Multiplayer, Simulation, Strategy",Online Multi-Player,"Free to Play (23), Strategy (23), Casual (22), Massively Multiplayer (22), Simulation (21), VR (6)",1,10640 +/- 3173,4949 +/- 2164,46.51%
623570,PingBall VR,4.99,12-Apr-17,58%,12,Immersive Artz,Immersive Artz,"Action, Casual, Indie, Simulation, Sports","Single-player, Steam Leaderboards","Simulation (21), Action (21), Sports (21), Indie (20), Casual (20), Sci-fi (10), Atmospheric (10), VR (6)",,745 +/- 1459,745 +/- 1459,100.00%
624260,The Crane Trials: Red Edition,4.99,19-Apr-17,0%,0,Liam Swetnam,Liam Swetnam,"Adventure, Indie, Simulation","Single-player, Steam Achievements",,,-1 +/- ,-1 +/- ,%
621140,EGG HUNT VR,0,13-Apr-17,0%,0,ThinkVirtual LLC,ThinkVirtual LLC,"Adventure, Casual, Simulation",Single-player,,,-1 +/- ,-1 +/- ,%
623970,Pixvana SPIN Play,0,4-May-17,0%,0,"Pixvana, Inc.","Pixvana, Inc.","Video Production, Web Publishing",,,2,1485 +/- 1185,2236 +/- 2528,150.57%
625190,Great Pyramid VR,9.99,18-Apr-17,0%,0,Michal Bárta,3DA,Education,,,,-1 +/- ,-1 +/- ,%
623370,xDrive VR,12.99,16-Jun-17,0%,0,Themes_Daly,Themes_Daly,"Action, Indie, Massively Multiplayer, RPG, Simulation, Early Access","Single-player, Online Multi-Player, Online Co-op, Steam Achievements",,,-1 +/- ,-1 +/- ,%
607860,Kira,0,22-Mar-17,68%,19,"Bully Innovation Group, Inc.","Bully Innovation Group, Inc.","Casual, Free to Play, Simulation",Single-player,"Free to Play (23), Casual (22), Simulation (21), VR (9)",1,10393 +/- 3136,5196 +/- 2218,50.00%
617750,Neurowake,19.99,21-Jul-17,0%,0,Shortfuse Studio,Shortfuse Studio,"Violent, Action, Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, Online Multi-Player",,9,1108 +/- 1252,745 +/- 1459,67.24%
623040,Crystal Vibes feat. Ott.,0,Aug-17,0%,0,Benjamin Outram,Benjamin Outram,Indie,"Single-player, Partial Controller Support",,,-1 +/- ,-1 +/- ,%
621780,Virtually Impossible,9.99,13-Apr-17,0%,0,Growl Interactive,Growl Interactive,"Action, Adventure, Casual, Indie, Racing, Simulation","Single-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Steam Leaderboards",,3,2955 +/- 2044,1847 +/- 1616,62.50%
619000,Riley Short: Analog Boy - Episode 1,4.99,1-Jun-17,0%,0,boxmyth,boxmyth,"Action, Indie, Simulation","Single-player, Steam Achievements",,,-1 +/- ,-1 +/- ,%
621290,The Hunted,29.99,10-Apr-17,0%,0,Sekai VR Ltd.,Sekai VR Ltd.,"Violent, Action, Early Access",Single-player,,,-1 +/- ,-1 +/- ,%
612750,Scorb VR,15.99,10-Nov-17,0%,0,Bobafetta,Bobafetta,Strategy,"Single-player, Steam Achievements, Stats, Steam Leaderboards",,,-1 +/- ,-1 +/- ,%
612790,INFINITI VR,0,28-Mar-17,64%,51,The Pulse,The Pulse,Free to Play,Single-player,"Free to Play (25), VR (8)",1,11135 +/- 3246,4701 +/- 2109,42.22%
615460,Bitcoin VR,0,31-Mar-17,0%,0,"Indiesquare, Mandelduck",Indiesquare,Simulation,Single-player,,,2474 +/- 1530,1237 +/- 1082,50.00%
670270,Wings of Peace VR: DayBreak,2.99,9-Nov-17,0%,0,CHTOOM Entertainment,CHTOOM Entertainment,"Violent, Action",Single-player,,1,750 +/- 1468,750 +/- 1468,100.00%
673830,VR STOCK CAR RACERS,11.99,11-Dec-17,0%,0,SAT-BOX,SAT-BOX,Racing,"Single-player, Steam Leaderboards",,1,732 +/- 1434,732 +/- 1434,100.00%
753920,Battle for the last chicken,4.99,19-Dec-17,38%,13,"Shenzhen Simeng Technology Co., Ltd.","Shenzhen Simeng Technology Co., Ltd.","Violent, Action, Indie, Simulation","Single-player, Steam Achievements","Violent (41), Indie (41), Action (41), Simulation (41), Shooter (22), First-Person (22), VR (22), FPS (21), Survival (19), Psychological Horror (6)",2,739 +/- 1022,745 +/- 1459,100.81%
582050,HVRGUN,5.99,19-Jan-17,69%,13,"Jonathan Bartram, Thomas Bartram","Jonathan Bartram, Thomas Bartram","Action, Indie, Early Access","Single-player, VR Support, Partial Controller Support","Early Access (24), Action (21), Indie (21), VR (6)",,745 +/- 1459,-1 +/- ,%
633490,MovingPictures: VR Video and Image Viewer,2.99,5-May-17,0%,0,Aaron Kunkle,Aaron Kunkle,"Photo Editing, Utilities, Video Production",,,,732 +/- 1434,732 +/- 1434,100.00%
635190,Puppy Doge VR,0.99,10-May-17,0%,0,Chun Y.,Chun Y.,"Casual, Indie, Simulation",Single-player,,,-1 +/- ,-1 +/- ,%
633320,Spirit Realm,0,21-Jul-17,57%,19,"Matthew Reed, James Raymond",Magic House Creative,"Casual, Free to Play, Indie, Simulation",Single-player,"Free to Play (24), Casual (22), Simulation (22), Indie (20), VR (6)",1,6928 +/- 2561,2964 +/- 2050,42.78%
636430,Zombie Kill,13.99,14-May-17,0%,0,GPM,GPM,"Violent, Action","Single-player, Steam Leaderboards",,2,1108 +/- 1252,1491 +/- 2064,134.57%
636580,Primal Reign,0,29-May-17,57%,38,Immersive VR Limited,Immersive VR Limited,"Violent, Gore, Action, Free to Play, Indie",Single-player,"Free to Play (55), Action (39), Gore (34), Violent (33), Indie (31), Multiplayer (31), VR (21), Dinosaurs (20), Survival (10)",1,53943 +/- 7145,20538 +/- 4409,38.07%
636590,VR SUSHI BAR,9.99,4-Jun-17,0%,0,mikai inc.,mikai inc.,"Casual, Simulation",Single-player,,1,745 +/- 1459,-1 +/- ,%
529500,ALONE? - VR,14.99,7-Oct-16,66%,30,Deceptive Games Ltd.,Deceptive Games Ltd.,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards","Indie (33), Adventure (31), Action (21), Casual (20), VR (18), Horror (17), Gore (13), Survival Horror (13), Singleplayer (13), Psychological Horror (13), Atmospheric (13), Story Rich (11), Puzzle (11), Great Soundtrack (11), Demons (10)",1,3217 +/- 1745,2227 +/- 1452,69.23%
450110,Amigdala,5.99,28-Mar-16,64%,17,GuidiGermano,GuidiGermano,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, VR Support, Steam Cloud","Adventure (32), Indie (32), Action (31), VR (14), Horror (12), Psychological Horror (11)",1,31673 +/- 5475,22270 +/- 4591,70.31%
495320,Ancient VR coaster,0.99,4-Jul-16,30%,13,Crovax Studios,Crovax Studios,"Adventure, Casual, Indie, Simulation",Single-player,"Simulation (22), Adventure (22), Indie (21), Casual (21), VR (17)",1,2227 +/- 1452,1732 +/- 1280,77.77%
504100,Russian VR Coasters,4.99,27-Jul-16,53%,26,Funny Twins,Funny Twins,"Action, Casual, Indie, Simulation","Single-player, Full controller support","Action (33), Simulation (32), Indie (31), Casual (30), VR (21), VR Only (1)",8,2227 +/- 1452,1980 +/- 1368,88.91%
680950,Let's Bowl VR - Bowling Game,17.99,7-Aug-17,63%,11,Rising Fun Games,Rising Fun Games,"Casual, Indie, Simulation, Sports, Early Access",Single-player,"Early Access (24), Indie (21), Sports (21), Simulation (21), Casual (20), VR (6)",1,739 +/- 1022,739 +/- 1022,100.00%
642070,VR Theme Park Rides,4.99,8-Jun-17,38%,13,EnsenaSoft,EnsenaSoft,"Casual, Simulation",Single-player,"Casual (21), Simulation (21), VR (6), VR Only (1)",2,1847 +/- 1616,2236 +/- 2528,121.06%
641590,Perplexigon,9.99,21-Sep-17,0%,0,moBack,moBack,"Action, Casual, Indie, Simulation, Strategy","Single-player, Online Multi-Player, Online Co-op",,,-1 +/- ,-1 +/- ,%
626760,VRtender,4.99,2-May-17,0%,0,Further Beyond Studios,Further Beyond Studios,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud",,,-1 +/- ,-1 +/- ,%
626570,Microcosm,4.99,1-Jun-17,0%,0,paulstraw,paulstraw,"Indie, Simulation, Early Access","Single-player, Steam Cloud",,,-1 +/- ,-1 +/- ,%
633940,Vision Origin,19.99,19-May-17,63%,19,"Shanghai ThinkingBear Network Technology Co.,Ltd","Shanghai ThinkingBear Network Technology Co.,Ltd","Action, Adventure, RPG",Single-player,"RPG (31), Adventure (31), Action (31), VR (17)",,-1 +/- ,-1 +/- ,%
629780,WizzBall,14.99,15-Dec-17,0%,0,NRVR Studios, NRVR Studios,"Action, Indie, Sports","Multi-player, Online Multi-Player, Online Co-op",,,-1 +/- ,-1 +/- ,%
638900,Defenders of the Realm VR,14.99,22-May-17,0%,0,Spark VR,Multiverse,Strategy,"Single-player, Partial Controller Support",,,-1 +/- ,-1 +/- ,%
638920,BeanVR—The Social VR APP,0,31-May-17,58%,29,Shenzhen BeanVR Technology Co.Ltd,Shenzhen BeanVR Technology Co.Ltd,"Casual, Free to Play, Massively Multiplayer, Education","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Cross-Platform Multiplayer","Free to Play (51), Massively Multiplayer (44), Casual (29), VR (26), Education (24), Action (7)",4,32168 +/- 5518,9650 +/- 3022,30.00%
670270,Wings of Peace VR: DayBreak,2.99,9-Nov-17,0%,0,CHTOOM Entertainment,CHTOOM Entertainment,"Violent, Action",Single-player,,1,750 +/- 1468,750 +/- 1468,100.00%
673830,VR STOCK CAR RACERS,11.99,11-Dec-17,0%,0,SAT-BOX,SAT-BOX,Racing,"Single-player, Steam Leaderboards",,1,732 +/- 1434,732 +/- 1434,100.00%
551320,Lord Darydikilkil,1.99,3-Nov-16,66%,12,"GaelDK, Fabien Spiess (Sogaki), Antoine Rigitano, Serge Sentis (Aerosteak), Nicolas Billon (V3ry)",Infiniverse,"Nudity, Gore, Adventure, Casual, Indie",Single-player,"Indie (21), Adventure (21), Casual (21), Gore (20), Nudity (20), VR (7)",1,-1 +/- ,-1 +/- ,%
553110,Alpine Ski VR,4.99,16-Dec-16,50%,16,Suchworks Ltd,Suchworks Ltd,"Casual, Racing, Sports","Single-player, Full controller support","Casual (22), Sports (21), Racing (18), VR (6)",4,2474 +/- 1530,1732 +/- 1280,70.01%
