Time Recorded,Total Apps,Store Entry Used,,,,,,,,,,,,
2/22/2018 11:25,1613,http://store.steampowered.com/search/?tags=21978&vrsupport=401,,,,,,,,,,,,
,,,,,,,,,,,,,,
Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
491100,"Human, we have a problem",4.99,5-Jul-16,0%,0,Enrick Lambert,Enrick Lambert,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Stats, Steam Leaderboards","Action (31), Indie (31), Simulation (31), Casual (30), Shooter (12), Shoot 'Em Up (11), Retro (11), VR (11), Adventure (11), VR Only (1)",1,4701 +/- 2109,2616 +/- 1935,55.65%
487730,Hat Trick Header,4.99,4-Oct-16,0%,0,no-pact,no-pact,"Action, Casual, Sports","Single-player, Multi-player, Local Multi-Player, Shared/Split Screen, Steam Achievements","Action (23), Sports (23), Casual (21), VR (8), VR Only (1)",1,-1 +/- ,-1 +/- ,%
514820,Wasps!,4.99,31-Aug-16,0%,0,Mad Vulture Games,Mad Vulture Games,"Action, Casual",Single-player,"Action (21), Casual (21), VR (7), VR Only (1)",,3712 +/- 1874,739 +/- 1022,19.91%
516550,Relativity,1.99,24-Aug-16,90%,11,TomCGames,TomCGames,"Action, Adventure, Indie",Single-player,"Adventure (21), Action (21), Indie (21), VR (6)",1,732 +/- 1434,732 +/- 1434,100.00%
516900,Oniris Basket VR,3.99,17-Sep-16,0%,0,Oniris Studios,Oniris Studios,"Sports, Early Access",Single-player,"Early Access (25), Sports (22), VR (6), VR Only (1)",,732 +/- 1434,732 +/- 1434,100.00%
516940,MineSweeper VR,3.99,25-Aug-16,82%,17,Funny Twins,Funny Twins,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards","Simulation (31), Action (31), Casual (31), Indie (31), VR (15), Puzzle (11), VR Only (1)",1,1732 +/- 1280,1237 +/- 1082,71.42%
517970,CRANGA!: Harbor Frenzy,9.99,6-Dec-16,90%,11,HandMade Game,HandMade Game,"Action, Casual, Indie, Simulation","Single-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Action (21), Casual (21), Indie (21), Simulation (20), VR (7)",2,1121 +/- 1266,-1 +/- ,%
511690,Duck Force,9.99,17-Nov-16,0%,0,Andreas Aust,Andreas Aust,"Action, Adventure, Casual, Indie, Simulation",Single-player,"Indie (31), Adventure (30), Casual (21), Simulation (21), Action (20), Action-Adventure (10), VR (9), VR Only (1)",,1499 +/- 2076,1499 +/- 2076,100.00%
512630,VR Gallery,0,11-Aug-16,83%,18,HolmCom,HolmCom,Design & Illustration,,"Design & Illustration (23), VR (6)",1,26229 +/- 4983,2474 +/- 1530,9.43%
512750,One Giant Leap,3.99,22-Aug-16,100%,11,Sylvan Studios LLC,Sylvan Studios LLC,"Action, Adventure, Racing, Early Access",Single-player,"Early Access (24), Adventure (21), Racing (21), Action (21), VR (6)",1,750 +/- 1468,750 +/- 1468,100.00%
511570,NIGHTSTAR,9.99,7-Mar-17,92%,42,SOLIDMESH,SOLIDMESH,"Action, Indie","Single-player, Steam Achievements","Action (33), Indie (32), VR (19), Space (14), Sci-fi (12), Shooter (11), Simulation (10), Space Sim (10), Third Person (10), Arcade (10), 1980s (9), Third-Person Shooter (9)",1,1732 +/- 1280,990 +/- 968,57.16%
510960,Puzzling Rooms VR,3.99,25-Aug-16,0%,0,Gordon Roberts,Gordon Roberts,"Casual, Indie, Strategy",Single-player,"Indie (21), Strategy (21), Casual (21), VR (6)",,-1 +/- ,-1 +/- ,%
510990,LooWarVR,3.99,11-Aug-16,100%,10,CrystalGame,CrystalGame,"Action, Casual, RPG","Single-player, Partial Controller Support, Steam Leaderboards","Action (23), Casual (22), RPG (19), VR (8)",1,1847 +/- 1616,1465 +/- 2028,79.32%
519540,Virtual Islands,3.99,24-Apr-17,0%,0,Tim McCulloch,Tim McCulloch,"Casual, Sports",Single-player,"Early Access (35), Sports (31), Casual (31), Mini Golf (11), Golf (11), VR (7), VR Only (1)",,1499 +/- 2076,1499 +/- 2076,100.00%
520120,Vanguard V,14.99,31-May-17,80%,10,ZeroTransform,ZeroTransform,"Action, Adventure, Indie, Early Access","Single-player, Partial Controller Support, Commentary available","Early Access (35), Action (31), Indie (31), Adventure (21), VR (12)",,-1 +/- ,-1 +/- ,%
520930,Pong It! VR,4.99,19-Sep-16,90%,10,Mergin Studio,Mergin Studio,"Casual, Indie, Simulation, Sports, Early Access","Single-player, Steam Leaderboards","Early Access (35), Simulation (31), Sports (31), Indie (30), Casual (21), VR (16)",,745 +/- 1459,745 +/- 1459,100.00%
534870,Arcane,0,19-Dec-16,84%,13,Offpeak Games,Offpeak Games,Action,"Single-player, Steam Leaderboards","Action (21), VR (6), VR Only (1)",1,1980 +/- 1368,990 +/- 968,50.00%
534880,Super Ninja Hero VR,9.99,23-Dec-16,0%,0,"Wuhan Firegame Co.,Ltd.","Wuhan Firegame Co.,Ltd.","Action, Adventure, Indie",Single-player,"Adventure (22), Action (22), Indie (21), VR (6), VR Only (1)",2,747 +/- 1034,747 +/- 1034,100.00%
535190,Chunky Orbits,1.99,20-Dec-16,90%,10,Don Whitaker,Brain Blinks,Simulation,"Single-player, Full controller support, Steam Trading Cards","Simulation (21), VR (6)",,1478 +/- 1445,2236 +/- 2528,151.29%
535010,Pen Island VR,7.99,14-Oct-16,0%,0,ReaVR Games,ReaVR Games,"Action, Indie",Single-player,"Indie (22), Action (22), VR (6), VR Only (1)",,750 +/- 1468,750 +/- 1468,100.00%
524690,Bitslap,6.99,23-Sep-16,100%,15,Comrex AG,Comrex AG,Indie,"Single-player, Steam Achievements, Steam Cloud","Indie (22), VR (7)",1,742 +/- 838,742 +/- 838,100.00%
527110,The Melody of Dust,4.99,10-Apr-17,0%,0,Viacom NEXT,Viacom NEXT,"Adventure, Indie",Single-player,,1,-1 +/- ,-1 +/- ,%
524120,Raptor Valley,8.99,9-Sep-16,88%,25,Andrew Stout,Andrew Stout,"Action, Adventure, Indie, Simulation","Single-player, Full controller support","Adventure (35), Indie (34), Simulation (24), Action (24), VR (18), Horror (16), Survival Horror (15), Dinosaurs (15), Singleplayer (14)",1,5444 +/- 2270,2474 +/- 1530,45.44%
523570,Across Flash,2.99,31-Aug-16,0%,0,Uborm,Uborm,"Casual, Indie, Racing",Single-player,"Indie (22), Racing (22), Casual (22), VR (9), VR Only (1)",,5196 +/- 2218,-1 +/- ,%
523720,Unruly Ghouls,4.99,19-Oct-16,100%,10,Machete Games LLC,Machete Games LLC,Action,"Single-player, Steam Achievements, Steam Leaderboards","Action (21), VR (6)",1,3737 +/- 2313,1121 +/- 1266,30.00%
672790,Elemental Combat,19.99,16-Nov-17,80%,10,AVRLON VR Studio,AVRLON VR Studio,"Action, Indie, Early Access","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Cross-Platform Multiplayer","Early Access (26), Indie (23), Action (23), VR (6)",,750 +/- 1468,750 +/- 1468,100.00%
526130,Sky Sanctuary,12.99,15-Feb-17,0%,0,Glitchr Studio,Glitchr Studio,"Action, Indie, Sports, Early Access","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards","Early Access (25), Action (22), Sports (21), Indie (21), VR (8)",1,1108 +/- 1252,732 +/- 1434,66.06%
739950,Fruit Attacks VR,14.99,1-Feb-18,0%,0,Nanali Studios,Nanali Studios,"Action, Casual, Indie, Early Access","Single-player, Steam Achievements, Stats, Steam Leaderboards",,1,745 +/- 1459,745 +/- 1459,100.00%
496790,Nothin' But Net,9.99,21-Nov-16,0%,0,"What Up Games, LLC","What Up Games, LLC","Casual, Indie, Simulation, Sports, Early Access","Single-player, Multi-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Stats, Steam Leaderboards","Early Access (46), Sports (41), VR (25), Casual (21), Simulation (21), Basketball (20), Indie (20), VR Only (1)",,741 +/- 1025,741 +/- 1025,100.00%
496080,"Space, VR!",1.99,2-Mar-17,0%,0,"James Nye, Copeland Williams",Self,Indie,Single-player,"Indie (21), VR (12), Space (12), VR Only (1)",,739 +/- 1022,739 +/- 1022,100.00%
500880,Tails,7.99,8-Aug-16,0%,0,Dreamcave Studio,Dreamcave Studio,"Casual, Indie, Early Access","Single-player, Steam Achievements, Steam Leaderboards","Early Access (35), Indie (31), Casual (31), VR (13), VR Only (1)",,1499 +/- 2076,1499 +/- 2076,100.00%
517620,Gooblins,3.99,20-Dec-16,0%,0,"Deform Studio, LLC","Waveform Logic, Inc","Action, Casual, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards","Casual (30), Action (22), Indie (21), Shooter (10), FPS (10), VR (6), VR Only (1)",1,3217 +/- 1745,747 +/- 1034,23.22%
508580,CrapsVR,5.99,4-Aug-16,92%,13,8-bit development,8-bit development,"Casual, Simulation, Sports, Strategy",Single-player,"Simulation (22), Sports (22), Strategy (21), Casual (20), VR (7)",1,745 +/- 1459,745 +/- 1459,100.00%
510060,Punch Bomb,6.99,13-Dec-16,100%,25,Chris Folea,Chris Folea,"Action, Indie, Early Access","Single-player, Steam Achievements, Steam Leaderboards","Early Access (24), Action (21), Indie (21), VR (6)",,1108 +/- 1252,739 +/- 1022,66.70%
510130,Power Link VR,0,9-Sep-16,86%,15,Himi Games,Newsight games,"Casual, Indie, Simulation, Sports",Single-player,"Casual (31), Indie (21), Simulation (21), Sports (21), VR (8)",1,4949 +/- 2164,4075 +/- 2404,82.34%
510290,DEXED,9.99,26-Sep-16,84%,33,Ninja Theory,Ninja Theory,Action,"Single-player, Steam Achievements, Full controller support","Action (21), VR (9)",1,742 +/- 838,747 +/- 1034,100.67%
517970,CRANGA!: Harbor Frenzy,9.99,6-Dec-16,90%,11,HandMade Game,HandMade Game,"Action, Casual, Indie, Simulation","Single-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Indie (21), Action (21), Casual (21), Simulation (20), VR (7)",2,1121 +/- 1266,-1 +/- ,%
519540,Virtual Islands,3.99,24-Apr-17,0%,0,Tim McCulloch,Tim McCulloch,"Casual, Sports",Single-player,"Early Access (35), Sports (31), Casual (31), Golf (11), Mini Golf (11), VR (7), VR Only (1)",,1499 +/- 2076,1499 +/- 2076,100.00%
512110,Cosmos Crash VR,7.99,22-Dec-16,84%,19,"Viriver Network Technology Co., Ltd.","Viriver Network Technology Co., Ltd.","Casual, Indie",Single-player,"Indie (31), Casual (30), VR (13), Shooter (11)",1,1869 +/- 1635,1495 +/- 1462,79.99%
516550,Relativity,1.99,24-Aug-16,90%,11,TomCGames,TomCGames,"Action, Adventure, Indie",Single-player,"Adventure (21), Action (21), Indie (21), VR (6)",1,732 +/- 1434,732 +/- 1434,100.00%
516900,Oniris Basket VR,3.99,17-Sep-16,0%,0,Oniris Studios,Oniris Studios,"Sports, Early Access",Single-player,"Early Access (25), Sports (22), VR (6), VR Only (1)",,732 +/- 1434,732 +/- 1434,100.00%
516940,MineSweeper VR,3.99,25-Aug-16,82%,17,Funny Twins,Funny Twins,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards","Simulation (31), Action (31), Casual (31), Indie (31), VR (15), Puzzle (11), VR Only (1)",1,1732 +/- 1280,1237 +/- 1082,71.42%
511690,Duck Force,9.99,17-Nov-16,0%,0,Andreas Aust,Andreas Aust,"Action, Adventure, Casual, Indie, Simulation",Single-player,"Indie (31), Adventure (30), Simulation (21), Casual (21), Action (20), Action-Adventure (10), VR (9), VR Only (1)",,1499 +/- 2076,1499 +/- 2076,100.00%
512420,Wave Magic VR,5.99,29-Dec-16,81%,11,Overrun Games,Overrun Games,"Action, Indie, RPG, Early Access","Single-player, Steam Trading Cards","Early Access (25), Action (22), Indie (21), RPG (19), VR (7)",1,3712 +/- 1874,2616 +/- 1935,70.47%
512630,VR Gallery,0,11-Aug-16,83%,18,HolmCom,HolmCom,Design & Illustration,,"Design & Illustration (23), VR (6)",1,26229 +/- 4983,2474 +/- 1530,9.43%
512750,One Giant Leap,3.99,22-Aug-16,100%,11,Sylvan Studios LLC,Sylvan Studios LLC,"Action, Adventure, Racing, Early Access",Single-player,"Early Access (24), Adventure (21), Racing (21), Action (21), VR (6)",1,750 +/- 1468,750 +/- 1468,100.00%
509310,ThrounnelVR,2.99,15-Sep-16,0%,0,Sunnyview,Sunnyview,"Casual, Indie","Single-player, Partial Controller Support","Indie (21), Casual (21), VR (6), VR Only (1)",,732 +/- 1434,732 +/- 1434,100.00%
508890,Meteor Crush VR,0.99,16-Aug-16,0%,0,XIERRA Games,XIERRA Games,"Action, Indie","Single-player, Steam Leaderboards","Indie (21), Action (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
509170,VRNinja,9.99,14-Sep-16,0%,0,OutOfBounds Software Solutions Inc,OutOfBounds Software Solutions Inc,"Action, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Casual (23), Simulation (22), Action (22), Indie (22), VR (17), Ninja (12), VR Only (1)",1,6434 +/- 2467,2227 +/- 1452,34.61%
514820,Wasps!,4.99,31-Aug-16,0%,0,Mad Vulture Games,Mad Vulture Games,"Action, Casual",Single-player,"Action (21), Casual (21), VR (7), VR Only (1)",,3712 +/- 1874,739 +/- 1022,19.91%
511570,NIGHTSTAR,9.99,7-Mar-17,92%,42,SOLIDMESH,SOLIDMESH,"Action, Indie","Single-player, Steam Achievements","Action (33), Indie (32), VR (19), Space (14), Sci-fi (12), Shooter (11), Space Sim (10), Third Person (10), Arcade (10), Simulation (10), Third-Person Shooter (9), 1980s (9)",1,1732 +/- 1280,990 +/- 968,57.16%
510700,Armor Clash VR,4.99,9-Aug-16,0%,0,Windforce,Windforce,"Action, Indie, Simulation, Strategy",Single-player,"Action (21), Simulation (21), Strategy (21), Indie (21), VR (6), VR Only (1)",,732 +/- 1434,-1 +/- ,%
510910,Temple of the Apsara,1.99,6-Sep-16,81%,44,Attraction Studios,Attraction Studios,"Adventure, Indie",Single-player,"Adventure (32), Indie (31), Action-Adventure (10), Experience (10), VR (8)",1,1237 +/- 1082,1237 +/- 1082,100.00%
510960,Puzzling Rooms VR,3.99,25-Aug-16,0%,0,Gordon Roberts,Gordon Roberts,"Casual, Indie, Strategy",Single-player,"Indie (21), Strategy (21), Casual (21), VR (6)",,-1 +/- ,-1 +/- ,%
510990,LooWarVR,3.99,11-Aug-16,100%,10,CrystalGame,CrystalGame,"Action, Casual, RPG","Single-player, Partial Controller Support, Steam Leaderboards","Action (23), Casual (22), RPG (19), VR (8)",1,1847 +/- 1616,1465 +/- 2028,79.32%
520930,Pong It! VR,4.99,19-Sep-16,90%,10,Mergin Studio,Mergin Studio,"Casual, Indie, Simulation, Sports, Early Access","Single-player, Steam Leaderboards","Early Access (35), Sports (31), Simulation (31), Indie (30), Casual (21), VR (16)",,745 +/- 1459,745 +/- 1459,100.00%
536370,Percussive VR,9.99,11-Nov-16,0%,0,Jamhack Games,Jamhack Games,"Casual, Simulation, Early Access",Single-player,"Early Access (24), Simulation (21), Casual (21), Music (11), VR (11), VR Only (1)",1,741 +/- 1025,741 +/- 1025,100.00%
528990,Basketball Babe,10.99,2-Oct-16,0%,0,VACTOR,VACTOR,"Action, Casual, Sports","Single-player, Steam Leaderboards","Casual (25), Action (24), Sports (23), VR (10), VR Only (1)",1,745 +/- 1459,745 +/- 1459,100.00%
529040,Fine China,0.99,5-May-17,0%,0,Fine China Games,Fine China Games,"Casual, Indie, Simulation",Single-player,"Early Access (25), Casual (22), Simulation (22), Indie (22), VR (6), VR Only (1)",1,5691 +/- 2321,1847 +/- 1616,32.45%
525500,Candy Kingdom VR,5.99,20-Sep-16,91%,12,Gameplay Studio VR,Gameplay Studio VR,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards","Action (21), Indie (21), Adventure (21), Casual (21), VR (16)",2,5939 +/- 2371,1732 +/- 1280,29.16%
525760,Awesome Obstacle Challenge,7.99,22-Sep-16,0%,0,VRoximity LLC,VRoximity LLC,"Action, Indie, Racing, Sports, Early Access","Single-player, Steam Leaderboards","Early Access (25), Racing (22), Action (22), Sports (22), Indie (21), VR (14), VR Only (1)",1,-1 +/- ,-1 +/- ,%
525910,Cockroach VR,1.99,8-Sep-16,94%,18,TANTANMEN,TANTANMEN,"Casual, Indie",Single-player,"Indie (22), Casual (21), VR (9), Horror (8)",3,1495 +/- 1462,1495 +/- 1462,100.00%
526130,Sky Sanctuary,12.99,15-Feb-17,0%,0,Glitchr Studio,Glitchr Studio,"Action, Indie, Sports, Early Access","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards","Early Access (25), Action (22), Indie (21), Sports (21), VR (8)",1,1108 +/- 1252,732 +/- 1434,66.06%
526240,CloudBound,6.99,7-Sep-16,85%,42,Silicon Storm,Silicon Storm,"Action, Adventure, Casual, Indie, Early Access",Single-player,"Early Access (25), Casual (22), Adventure (22), Action (21), Indie (21), VR (11)",1,2586 +/- 1912,1478 +/- 1445,57.15%
535650,Dwingle : B.O.T,7.99,19-Jun-17,100%,13,XXII GROUP,XXII GROUP,"Adventure, Indie",Single-player,"Indie (21), Adventure (21), VR (7)",1,1495 +/- 1462,1495 +/- 1462,100.00%
535380,Asteroid Blaster VR,7.99,28-Sep-16,0%,0,Senomix Research,Senomix Research,"Action, Casual, Indie","Single-player, Steam Achievements","Casual (21), Indie (21), Action (21), VR (6), VR Only (1)",1,1465 +/- 2028,1465 +/- 2028,100.00%
535410,Saga of the Void: Admirals,7.99,2-Aug-17,96%,26,RowlesCorp Studios,Self-Published,Strategy,"Single-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer","Strategy (22), VR (14), Space (12), RTS (12)",,4207 +/- 1995,1478 +/- 1445,35.13%
534870,Arcane,0,19-Dec-16,84%,13,Offpeak Games,Offpeak Games,Action,"Single-player, Steam Leaderboards","Action (21), VR (6), VR Only (1)",1,1980 +/- 1368,990 +/- 968,50.00%
534880,Super Ninja Hero VR,9.99,23-Dec-16,0%,0,"Wuhan Firegame Co.,Ltd.","Wuhan Firegame Co.,Ltd.","Action, Adventure, Indie",Single-player,"Action (22), Adventure (22), Indie (21), VR (6), VR Only (1)",2,747 +/- 1034,747 +/- 1034,100.00%
535010,Pen Island VR,7.99,14-Oct-16,0%,0,ReaVR Games,ReaVR Games,"Action, Indie",Single-player,"Action (22), Indie (22), VR (6), VR Only (1)",,750 +/- 1468,750 +/- 1468,100.00%
523570,Across Flash,2.99,31-Aug-16,0%,0,Uborm,Uborm,"Casual, Indie, Racing",Single-player,"Racing (22), Casual (22), Indie (22), VR (9), VR Only (1)",,5196 +/- 2218,-1 +/- ,%
523720,Unruly Ghouls,4.99,19-Oct-16,100%,10,Machete Games LLC,Machete Games LLC,Action,"Single-player, Steam Achievements, Steam Leaderboards","Action (21), VR (6)",1,3737 +/- 2313,1121 +/- 1266,30.00%
672790,Elemental Combat,19.99,16-Nov-17,80%,10,AVRLON VR Studio,AVRLON VR Studio,"Action, Indie, Early Access","Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Cross-Platform Multiplayer","Early Access (26), Indie (23), Action (23), VR (6)",,750 +/- 1468,750 +/- 1468,100.00%
524120,Raptor Valley,8.99,9-Sep-16,88%,25,Andrew Stout,Andrew Stout,"Action, Adventure, Indie, Simulation","Single-player, Full controller support","Adventure (35), Indie (34), Simulation (24), Action (24), VR (18), Horror (16), Survival Horror (15), Dinosaurs (15), Singleplayer (14)",1,5444 +/- 2270,2474 +/- 1530,45.44%
524690,Bitslap,6.99,23-Sep-16,100%,15,Comrex AG,Comrex AG,Indie,"Single-player, Steam Achievements, Steam Cloud","Indie (22), VR (7)",1,742 +/- 838,742 +/- 838,100.00%
532120,Header Goal VR: Being Axel Rix,14.99,16-Aug-17,0%,0,Codemodeon,Codemodeon,"Action, Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","Early Access (24), Indie (21), Simulation (21), Action (21), Sports (21), VR (5), VR Only (1)",1,1465 +/- 2028,1465 +/- 2028,100.00%
535410,Saga of the Void: Admirals,7.99,2-Aug-17,96%,26,RowlesCorp Studios,Self-Published,Strategy,"Single-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer","Strategy (22), VR (14), Space (12), RTS (12)",,4207 +/- 1995,1478 +/- 1445,35.13%
534870,Arcane,0,19-Dec-16,84%,13,Offpeak Games,Offpeak Games,Action,"Single-player, Steam Leaderboards","Action (21), VR (6), VR Only (1)",1,1980 +/- 1368,990 +/- 968,50.00%
534880,Super Ninja Hero VR,9.99,23-Dec-16,0%,0,"Wuhan Firegame Co.,Ltd.","Wuhan Firegame Co.,Ltd.","Action, Adventure, Indie",Single-player,"Action (22), Adventure (22), Indie (21), VR (6), VR Only (1)",2,747 +/- 1034,747 +/- 1034,100.00%
535190,Chunky Orbits,1.99,20-Dec-16,90%,10,Don Whitaker,Brain Blinks,Simulation,"Single-player, Full controller support, Steam Trading Cards","Simulation (21), VR (6)",,1478 +/- 1445,2236 +/- 2528,151.29%
534440,Killing Zombies,4.99,27-Oct-16,81%,22,FRS Game Studio,"Front Range Software, LLC","Action, Indie","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Stats","FPS (23), Action (22), Zombies (22), Online Co-Op (21), VR (21), Indie (21), Horror (21), Co-op (20), Survival Horror (20)",2,745 +/- 1459,745 +/- 1459,100.00%
535010,Pen Island VR,7.99,14-Oct-16,0%,0,ReaVR Games,ReaVR Games,"Action, Indie",Single-player,"Action (22), Indie (22), VR (6), VR Only (1)",,750 +/- 1468,750 +/- 1468,100.00%
535650,Dwingle : B.O.T,7.99,19-Jun-17,100%,13,XXII GROUP,XXII GROUP,"Adventure, Indie",Single-player,"Indie (21), Adventure (21), VR (7)",1,1495 +/- 1462,1495 +/- 1462,100.00%
536370,Percussive VR,9.99,11-Nov-16,0%,0,Jamhack Games,Jamhack Games,"Casual, Simulation, Early Access",Single-player,"Early Access (24), Simulation (21), Casual (21), VR (11), Music (11), VR Only (1)",1,741 +/- 1025,741 +/- 1025,100.00%
538040,Dante's Forest,4.99,15-Nov-16,0%,0,zale15droid,Zale Bush,"Action, Indie, Simulation",Single-player,"Indie (21), Action (21), Simulation (21), VR (6), VR Only (1)",,-1 +/- ,-1 +/- ,%
538410,Chicken Chase,2.99,5-Oct-16,0%,0,Kalan Ray,VKTRY Creative Studios,"Casual, Indie",Single-player,"Casual (22), Indie (22), VR (6), VR Only (1)",,1111 +/- 1255,1111 +/- 1255,100.00%
540010,Symphony of the Machine,19.99,24-Apr-17,0%,0,Stirfire Studios,Stirfire Studios,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",,,745 +/- 1459,745 +/- 1459,100.00%
540410,Queendoom,9.99,10-Nov-16,100%,11,EP Games®,EP Games®,Action,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","Action (32), Indie (22), Fantasy (21), Demons (10), VR (6)",,-1 +/- ,-1 +/- ,%
538000,Hop Step Sing! Kisekiteki Shining! (HQ Edition),4.99,29-Jun-17,83%,24,"Kodansha, Polygon Pictures Inc., Lantis Co., Ltd.",Degica,Casual,"Single-player, Partial Controller Support","Casual (31), VR (21), Anime (20), Simulation (12), Cute (12)",1,1980 +/- 1368,1478 +/- 1445,74.65%
539190,CuVRball,0,31-Jan-17,0%,0,Hypergolic Games,Hypergolic Games,"Action, Casual, Indie, Sports, Early Access",Online Multi-Player,"Early Access (24), Sports (21), Indie (21), Casual (21), Action (21), VR Only (1)",,4207 +/- 1995,1732 +/- 1280,41.17%
753960,Jida Chronicle Chaos frontier VR,3.99,28-Dec-17,0%,0,Iron Helmet,Iron Helmet,"Action, Adventure, Indie, RPG",Single-player,,,745 +/- 1459,745 +/- 1459,100.00%
542520,Lost in the Rift - Reborn,4.99,21-Nov-16,84%,32,Enno Gottschalk,Enno Gottschalk,"Violent, Adventure, Indie","Single-player, Full controller support","Adventure (21), Indie (21), Violent (21), VR (6), Horror (5)",1,5196 +/- 2218,2227 +/- 1452,42.86%
542570,RunVR,5.99,19-Jun-17,80%,10,Smoketree Studios,Smoketree Studios,"Indie, Racing, Simulation","Single-player, Steam Leaderboards","Indie (21), Racing (21), Simulation (21), VR (6)",,4454 +/- 2053,3363 +/- 2194,75.51%
544530,Escape Bloody Mary,3.99,25-Oct-16,90%,33,Well Told Entertainment,Well Told Entertainment,"Adventure, Indie, Simulation","Single-player, Steam Achievements","Adventure (22), Indie (21), Simulation (20), VR (7), Horror (7)",2,6186 +/- 2420,2722 +/- 1605,44.00%
544540,The Fastest Fist,9.99,9-Nov-16,94%,35,"Touch Art Technology Co.,Ltd","Touch Art Technology Co.,Ltd","Action, Sports",Single-player,"Action (22), Sports (22), VR (8)",1,1485 +/- 1185,1485 +/- 1185,100.00%
543600,Monster Maze VR,0.99,19-Oct-16,93%,15,4 Fun Studio,4 Fun Studio,"Adventure, Casual, Indie",Single-player,"Indie (21), Adventure (21), Casual (21), VR (7), Horror (6)",1,6186 +/- 2420,1485 +/- 1185,24.01%
543110,Head It!: VR Soccer Heading Game,5.99,19-Oct-16,0%,0,CFlat,Degica,"Action, Casual, Sports","Single-player, Steam Leaderboards","Casual (21), Action (21), Sports (21), VR (6), VR Only (1)",,747 +/- 1034,-1 +/- ,%
543440,Cold Iron,19.99,29-Jan-18,0%,0,"Catch & Release, LLC","Catch & Release, LLC","Action, Indie","Single-player, Steam Achievements, Steam Cloud",,1,750 +/- 1468,750 +/- 1468,100.00%
517860,Fly to KUMA MAKER,14.99,12-Sep-16,0%,0,"COLOPL, Inc.","COLOPL, Inc.","Action, Casual","Single-player, Steam Achievements, Steam Trading Cards, Includes level editor","Action (21), Casual (21), Puzzle (10), VR (6), VR Only (1)",,1465 +/- 2028,1465 +/- 2028,100.00%
538040,Dante's Forest,4.99,15-Nov-16,0%,0,zale15droid,Zale Bush,"Action, Indie, Simulation",Single-player,"Action (21), Simulation (21), Indie (21), VR (6), VR Only (1)",,-1 +/- ,-1 +/- ,%
538410,Chicken Chase,2.99,5-Oct-16,0%,0,Kalan Ray,VKTRY Creative Studios,"Casual, Indie",Single-player,"Casual (22), Indie (22), VR (6), VR Only (1)",,1111 +/- 1255,1111 +/- 1255,100.00%
538000,Hop Step Sing! Kisekiteki Shining! (HQ Edition),4.99,29-Jun-17,83%,24,"Kodansha, Polygon Pictures Inc., Lantis Co., Ltd.",Degica,Casual,"Single-player, Partial Controller Support","Casual (31), VR (21), Anime (20), Simulation (12), Cute (12)",1,1980 +/- 1368,1478 +/- 1445,74.65%
552060,Escape!VR -The Basement-,8.99,7-Nov-16,89%,38,Sourcenity GmbH,Sourcenity GmbH,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud","Adventure (21), Indie (20), VR (8)",2,1485 +/- 1185,747 +/- 1034,50.30%
552220,Invaders!,4.99,8-Nov-16,0%,0,Jake Cantrell,Cantrell Solutions,"Action, Adventure, Strategy",Single-player,"Strategy (21), Adventure (21), Action (21), VR (6), VR Only (1)",,-1 +/- ,-1 +/- ,%
552230,Doomsday Survival:Training,9.99,30-Nov-16,83%,12,CrazyAi,CrazyAi,"Action, Casual, Indie, Sports","Single-player, Online Multi-Player, Steam Achievements","Sports (21), Action (21), Casual (21), Indie (21), VR (6)",1,-1 +/- ,-1 +/- ,%
